嘉兴海宁硖石镇,120.690506,30.532489
嘉兴府城隍庙,120.755623,30.746814
嘉兴文生修道院,120.75679,30.776509
嘉兴长水塘,120.747296,30.709414
嘉兴南湖革命纪念馆,120.761577,30.75806
嘉兴清真古寺,120.755623,30.746814
嘉兴嘉善西塘古镇,120.887593,30.939432
嘉兴平湖莫氏庄园,121.019484,30.69765
嘉兴海盐南北湖,120.866038,30.383468
嘉兴海盐绮园,120.948081,30.517411
嘉兴海盐沈荡古镇,120.829187,30.569076
嘉兴秀洲新塍小蓬莱,120.692038,30.776182
嘉兴桐乡石门湾,120.416928,30.576479
嘉兴桐乡洲泉小城市,120.359898,30.569874
嘉兴海宁盐官古镇,120.548105,30.407173
嘉兴海宁尖山新区,120.787715,30.359601
嘉兴海宁黄湾镇,120.79615,30.366806
嘉兴秀水兜,120.74967,30.774027
嘉兴瓶山公园,120.755623,30.746814
嘉兴栅堰古镇,120.895062,30.945607
嘉兴王店镇,120.714371,30.627662
嘉兴王江泾镇,120.717696,30.88227
嘉兴乍浦镇,121.092599,30.60948
嘉兴硖川社区,120.755623,30.746814
嘉兴干窑古镇,120.895062,30.945607
嘉兴澉浦镇,120.865263,30.383247
嘉兴梅里古镇,120.895062,30.945607
嘉兴梅花洲古镇,120.851531,30.668069
嘉兴广陈镇,121.133938,30.750212
嘉兴石门古镇,120.895062,30.945607
嘉兴汾湖,120.805008,31.003674
嘉兴西山,120.755623,30.746814
嘉兴秦山,120.947231,30.511274
嘉兴凤桥镇,120.857189,30.659029
嘉兴王店曝书亭,120.724448,30.617107
嘉兴竹林村,120.906264,30.679393
嘉兴魏塘镇,120.922643,30.842302
嘉兴曹王村,120.810999,30.64844
嘉兴大云寺,120.755623,30.746814
嘉兴丰子恺故居,120.755623,30.746814
嘉兴绮园景区,120.949528,30.518732
苏州拙政园,120.629211,31.324194
苏州狮子林,120.629095,31.321068
苏州留园,120.59226,31.315369
苏州沧浪亭,120.625408,31.29471
苏州网师园,120.633798,31.298082
苏州怡园,120.621266,31.307521
苏州耦园,120.63835,31.31623
苏州艺圃,120.608921,31.313032
苏州寒山寺,120.568391,31.310469
苏州虎丘,120.434238,31.329601
苏州玄妙观,120.626314,31.31196
苏州西园寺,120.587334,31.314823
苏州虎丘塔,114.296203,30.60855
苏州文庙,120.623381,31.295298
苏州铁铃关,120.56742,31.310618
苏州双塔,120.634436,31.302493
苏州瑞光塔,120.619115,31.289273
苏州耦园,120.63835,31.31623
苏州五峰园,120.609836,31.317127
苏州半园,120.585294,31.299758
苏州畅园,120.614624,31.303177
苏州塔影园,120.585294,31.299758
苏州曲园,120.618452,31.30921
苏州可园,120.625003,31.295432
苏州残粒园,120.585294,31.299758
苏州拥翠山庄,120.579852,31.334276
苏州朴园,120.614991,31.323835
苏州慕园,120.585294,31.299758
苏州桃花坞,120.585294,31.299758
苏州怡德堂,120.585294,31.299758
苏州范仲淹纪念馆,120.502059,31.285164
苏州唐寅墓,120.585294,31.299758
苏州沈周墓,120.720349,31.490433
苏州文徵明墓,120.601678,31.359728
苏州王鏊祠,120.613359,31.310387
苏州文笔峰,120.585294,31.299758
苏州胥门,120.612583,31.297337
苏州阊门,120.585294,31.299758
苏州盘门水城,120.617433,31.288607
苏州觅渡桥,120.646228,31.288248
苏州甪直古桥,120.874055,31.267847
苏州锦溪古桥,120.901095,31.17545
苏州甪直古镇古街,120.874055,31.267847
苏州石湖,120.594366,31.243632
苏州太湖西山,120.122975,31.262331
苏州花山,120.484759,31.298051
苏州渔洋山,120.379917,31.220394
苏州天池山,120.478001,31.288671
苏州缥缈峰,120.277866,31.095559
苏州旺山,120.550349,31.214166
苏州穹窿山,120.434686,31.26284
湖州锦峰山,120.086881,30.894178
苏州虞山,120.736552,31.624732
苏州尚湖,120.688294,31.63813
苏州虞山剑阁,120.736552,31.624732
苏州摩崖石刻（虞山）,120.585294,31.299758
苏州言子墓,120.740439,31.647672
苏州吴越国广陵王墓,120.394852,30.900585
苏州黄公望墓,120.685032,31.680678
湖州赵孟頫墓,120.115462,30.60473
苏州文震孟墓,120.585294,31.299758
苏州陆龟蒙墓,120.871666,31.270048
苏州柳如是墓,120.699014,31.660447
苏州胥江,120.603149,31.2903
浙江胥口,119.58626,29.604018
苏州阖闾城遗址,120.585294,31.299758
苏州孙武苑,120.585294,31.299758
苏州真娘墓,120.580672,31.334682
苏州春申君墓,120.585294,31.299758
苏州韩世忠墓,120.495178,31.258832
苏州杨素墓,120.585294,31.299758
苏州杨惠之墓,120.585294,31.299758
苏州汪琬墓,120.585294,31.299758
苏州陆机宅,120.585294,31.299758
苏州宝带桥,120.654001,31.255173
苏州甪直古镇,120.874055,31.267847
苏州同里退思园,120.720272,31.157833
苏州盛泽先蚕祠,120.666392,30.90344
苏州黎里古镇,120.711281,30.988861
苏州金鸡湖古韵（李公堤）,120.656032,31.305719
苏州光福古镇,120.387499,31.296125
苏州木渎古镇,120.510855,31.251332
苏州虞山兴福寺,120.720457,31.666373
苏州甪直保圣寺,120.871864,31.269302
苏州甪直罗汉寺,120.289873,31.103471
苏州常熟方塔园,120.748768,31.645453
苏州昆山千灯古镇,121.00256,31.266348
苏州震泽古镇,120.506123,30.914921
苏州太仓沙溪古镇,121.068001,31.565927
苏州吴江静思园,120.687663,31.160335
苏州吴中光福寺塔,120.387999,31.296597
苏州吴中紫金庵,120.38658,31.059878
苏州吴县东山雕花楼,120.404222,31.079062
苏州吴县陆巷古村,120.359598,31.075155
苏州吴县雨花胜境,120.400531,31.093813
苏州吴县启园,120.413505,31.097541
苏州吴县轩辕宫,120.361076,31.053633
苏州吴县天池山,120.478001,31.288671
苏州吴县穹窿山,120.434686,31.26284
苏州吴县明月湾,120.27833,31.066174
苏州吴县莫厘峰,120.391299,31.101231
苏州吴县三山岛,120.293806,31.028086
苏州吴县东山,120.41962,31.081563
苏州吴县西山,120.455284,31.274553
苏州吴县林屋洞,120.305208,31.104971
苏州吴县包山寺,120.301997,31.106024
苏州吴县罗汉寺,120.289873,31.103471
苏州吴县缥缈峰,120.277866,31.095559
苏州吴县东村,120.604222,31.549614
苏州吴县雕花楼,120.404222,31.079062
苏州吴县植里,120.278026,31.145393
苏州吴县禹王庙,120.215536,31.124278
苏州吴县碧螺滩,120.395435,31.058297
苏州吴县石码头,120.482888,31.255754
苏州吴县轩辕宫,120.361076,31.053633
苏州吴县胥口,120.487328,31.233639
苏州吴县渔洋山,120.379917,31.220394
苏州吴县白马涧,120.499827,31.316429
苏州吴县花山,120.484759,31.298051
苏州吴县天池山,120.478001,31.288671
苏州吴县旺山,120.550349,31.214166
苏州吴县天平山,120.497738,31.291637
苏州吴县寒山寺,120.568391,31.310469
苏州陆云宅,120.585294,31.299758
苏州专诸巷,120.606654,31.313233
苏州阊门内下塘街,120.607951,31.315997
苏州庄先识故居,120.585294,31.299758
苏州潘世恩故居,120.585294,31.299758
苏州盛宣怀故居,120.585294,31.299758
苏州翁同龢故居,120.585294,31.299758
苏州俞樾故居（曲园）,120.618504,31.309204
湖州菱湖古镇,120.430659,30.874832
湖州双林古镇,120.430659,30.874832
湖州南浔古镇,120.431096,30.874796
湖州下菰城遗址,120.108896,30.781005
湖州飞英塔,120.10644,30.873012
湖州湖州城隍庙,119.884659,31.019775
湖州安吉天荒坪,119.623029,30.524053
浙江德清余不溪,119.9774,30.54251
湖州铁佛寺,120.09756,30.867131
湖州织造博物馆,120.086881,30.894178
安吉浙北大峡谷,119.509154,30.447969
